,Unnamed: 0,fold,model_name,pred_acc,seed,sub_id,xopt_alpha,xopt_beta,xopt_exp,xopt_lossave,model
3,0,4,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.37777777777777777,6753021,306065,0.08088982494514199,0.1282995863389344,1.0,0.6527275172417196,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
0,0,1,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.4888888888888889,517462,100188,0.11538431269718805,0.031844917029969534,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
1,0,2,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.6,517462,100188,0.147121182766699,0.0385221712511957,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
2,0,3,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.5555555555555556,517462,100188,1.9980258009247376,0.003925535980447525,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
3,0,4,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.3555555555555556,517462,100188,1.9755041963206847,0.006655571785356467,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
0,0,1,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.7777777777777778,1464541,200173,0.05,0.17918207284482415,1.0,2.102130106453021,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
1,0,2,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.7555555555555555,1464541,200173,0.213931936770762,0.13971626487177766,1.0,0.5631305374198491,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
2,0,3,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.3333333333333333,1464541,200173,0.05,0.14897690499725408,1.0,4.8443724284975564,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
3,0,4,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.4444444444444444,1464541,200173,0.06317780382717278,0.5238357075135264,1.0,2.2168142683422003,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
0,0,1,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.4222222222222222,8483077,100214,0.05,0.0587975368860364,1.0,0.10511472737597624,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
1,0,2,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.4,8483077,100214,0.05,0.057417668859198086,1.0,0.3383193466008081,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
2,0,3,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.4666666666666667,8483077,100214,0.05,0.05806442722914036,1.0,0.2089100109024562,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
3,0,4,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.4222222222222222,8483077,100214,0.05,0.06195142939347045,1.0,0.2529253401169994,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
0,0,1,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.8,1864336,408394,0.20831679771074446,2.2946482212470696,1.0,0.0027525951455687064,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
1,0,2,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.2,1864336,408394,0.05,0.2642474297670792,1.0,0.2860217210640147,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
2,0,3,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.5777777777777777,1864336,408394,0.25433323460118923,4.216129708340636,1.0,0.006666793398624765,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
3,0,4,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.8,1864336,408394,0.267170403191485,2.1309353157000683,1.0,0.004715994895113446,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
0,0,1,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.6666666666666666,3963929,400742,1.128098464425294,0.01940176191760948,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
1,0,2,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.5333333333333333,3963929,400742,1.0279095045126696,0.24738608579136914,1.0,0.004004074298489031,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
2,0,3,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.4444444444444444,3963929,400742,2.0,0.0014304787596281033,1.0,0.04042631988767235,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
3,0,4,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.37777777777777777,3963929,400742,1.3016581609464513,0.02050261023311094,1.0,0.03028694243581358,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
0,0,1,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.2888888888888889,4625344,408952,0.12099344114584512,0.08221802345276298,1.0,0.8465997966855868,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
1,0,2,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.6666666666666666,4625344,408952,0.05,0.16591706659531674,1.0,0.6612761863399664,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
2,0,3,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.7555555555555555,4625344,408952,0.05,0.17614773143026807,1.0,0.4917013148566739,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
3,0,4,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.4222222222222222,4625344,408952,0.05,2.681970002967118,1.0,0.030253868536969607,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
0,0,1,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.4222222222222222,9199819,200162,0.1825517030815658,0.030376141830109907,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
1,0,2,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.7333333333333333,9199819,200162,0.05,0.10643262236369844,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
2,0,3,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.4444444444444444,9199819,200162,1.0568840303376874,0.4005645562523684,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
3,0,4,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.6666666666666666,9199819,200162,0.25860762870448417,0.061044454450044326,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
0,0,1,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.7777777777777778,3587766,200249,0.08514822101657943,0.07479682324439899,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
1,0,2,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.6222222222222222,3587766,200249,0.08752969929696698,0.11419684654347186,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
2,0,3,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.7777777777777778,3587766,200249,0.05,0.16148815951349105,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
3,0,4,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.5111111111111111,3587766,200249,0.7596346743740696,0.2718372658684689,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
0,0,1,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.3333333333333333,4182109,200166,0.09883308610190557,0.10108579942637604,1.0,0.15274217771503484,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
1,0,2,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.3111111111111111,4182109,200166,0.05,0.16568618486653658,1.0,0.18599768707556025,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
2,0,3,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.6222222222222222,4182109,200166,0.2399010400536927,0.1427332659990902,1.0,0.05117288687831288,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
3,0,4,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.6222222222222222,4182109,200166,0.05,0.09837087589441776,1.0,0.19662670365203933,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
0,0,1,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.4666666666666667,7342017,200056,0.8420472184068217,0.005841308058584758,1.0,0.6501525496916806,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
1,0,2,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.4444444444444444,7342017,200056,0.7432536582091215,0.0064017085260255685,1.0,0.5586011132968904,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
2,0,3,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.4444444444444444,7342017,200056,0.6062362175466501,0.027125980394517853,1.0,0.21833778183369612,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
3,0,4,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.37777777777777777,7342017,200056,2.0,0.0008650003141062437,1.0,0.35186391439141484,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
0,0,1,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.4666666666666667,9509252,100191,0.05,0.23839722149896864,1.0,0.1604447444184699,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
1,0,2,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.3333333333333333,9509252,100191,0.05,0.10312780514641527,1.0,0.21981389703952228,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
2,0,3,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.7555555555555555,9509252,100191,0.05,0.1871957910959811,1.0,0.14963340663968733,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
3,0,4,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.4888888888888889,9509252,100191,0.05,0.133694273506448,1.0,0.16655817259483022,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
0,0,1,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.7555555555555555,3965233,310949,0.05,0.2612985607397114,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
1,0,2,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.5555555555555556,3965233,310949,0.05,0.15694245633519066,1.0,0.07379409341709682,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
2,0,3,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.4222222222222222,3965233,310949,0.05,0.12546965304317126,1.0,0.37019145805953935,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
3,0,4,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.4222222222222222,3965233,310949,0.05,0.11063291089811128,1.0,0.1210074419185052,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
0,0,1,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.3333333333333333,1667863,411477,2.0,0.0,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
1,0,2,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.7111111111111111,1667863,411477,0.9083859678367916,0.23702861641515174,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
2,0,3,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.3333333333333333,1667863,411477,1.1357770593877787,0.03225342241994912,1.0,0.057999276707392876,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
3,0,4,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.5777777777777777,1667863,411477,0.4699085038750303,0.0053598342954635225,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
0,0,1,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.7111111111111111,7160759,311283,0.05,0.02045977392408661,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
1,0,2,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.6444444444444445,7160759,311283,1.0073262437936594,0.02470011469386726,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
2,0,3,LearningParams_Fit_alpha-beta-lossave_Fix_exp,0.8222222222222222,7160759,311283,0.17152119018963086,0.038281915754340326,1.0,0.0,CV_LearningParams_Fit_alpha-beta-lossave_Fix_exp_
